EVTDESCDUEL2;You and [duelist_1.GetTitledFirstName] slowly circle each other, tense and focused. You scan [duelist_1.GetHerHim] for any sign of weakness, any opening in [duelist_1.GetHerHis] defense that you could possibly exploit.;Vous et [duelist_1.GetTitledFirstName] vous tournez lentement autour, tendus et concentrés, guettant chez l’autre le moindre signe de faiblesse, la moindre ouverture dans sa défense. ;;;Tú y [duelist_1.GetTitledFirstName] os posicionáis frente a frente, la tensión se palpa en el ambiente. Lo observas buscando signos de flaqueza para descubrir alguna brecha en su defensa y dirigir el golpe.;;;;;;;;;x
EVTDESCDUEL2BATTLE;In the midst of the battle you and [duelist_1.GetTitledFirstName] circle each other, tense and focused. The raging scene around you seems to slow down as you scan [duelist_1.GetHerHim] for any sign of weakness, any opening in [duelist_1.GetHerHis] defense that you could possibly exploit.;Au milieu de la bataille, vous et [duelist_1.GetTitledFirstName] vous tournez autour, tendus, concentrés. L'univers furieux et sanglant autour de vous semble ralentir alors que vous êtes à l'affût du moindre signe de faiblesse, de la moindre ouverture dans sa défense que vous pourriez exploiter.;;;En mitad del combate tú y [duelist_1.GetTitledFirstName] os posicionáis frente a frente, la tensión se palpa en el ambiente. El tiempo parece ir cada vez más despacio mientras buscas algún signo de flaqueza para descubrir alguna brecha que pueda darte ventaja.;;;;;;;;;x
EVTDESCDUEL2TRIALBYCOMBAT;The court looks on tensely as you and [duelist_1.GetTitledFirstName] face eachother in the trial. You scan [duelist_1.GetHerHim] for any sign of weakness, any opening in [duelist_1.GetHerHis] defense that you could possibly exploit.;Les membres de la cour vous observent en silence alors que vous faîtes face à [duelist_1.GetTitledFirstName] dans ce duel judiciaire. Vous êtes à l'affût du moindre signe de faiblesse, de la moindre ouverture dans sa défense que vous pourriez exploiter.;;;La corte está muy tensa cuando tú y [FromFrom.GetTitledFirstName] os enfrentáis en el duelo. Lo observas buscando signos de flaqueza para descubrir alguna brecha en su defensa y dirigir el golpe.;;;;;;;;;x
EVTDESCDUEL2WOUNDED;[duelist_1.GetTitledFirstName] faces you, and [duelist_1.GetSheHe] realises you are struggling with a wound. [duelist_1.GetSheHeCap] is looking at you searching for any sign of weakness, but you stand resolutely, ready to meet [duelist_1.GetHerHim].;[duelist_1.GetTitledFirstName] vous fait face et [duelist_1.GetSheHe] remarque que vous lutter contre une blessure. [duelist_1.GetSheHeCap] vous regarde, à l'affût du moindre signe de faiblesse, mais vous vous tenez droit et semblez résolu, prêt à l'affronter. ;;;[duelist_1.GetTitledFirstName] se te enfrenta, y se da cuenta que estás herido. Busca algún signo de flaqueza, pero te mantienes con firmeza, listo para el encuentro.;;;;;;;;;x
EVTDESCDUEL2MAIMED;Your grievous injury is clearly hampering you as you assume the position to duel [duelist_1.GetTitledFirstName]. [duelist_1.GetSheHeCap] seems confident because of this, but you hold your ground regardless, ready to take advantage of any opening in [duelist_1.GetHerHis] defense that you could possibly exploit.;Votre grave blessure vous gêne clairement alors que vous vous mettez en position pour affronter [duelist_1.GetTitledFirstName]. [duelist_1.GetSheHeCap] semble sûr de lui mais vous restez concentré, prêt à frapper à la moindre ouverture dans sa garde.;;;Tu grave lesión te dificulta enormemente el duelo contra [duelist_1.GetTitledFirstName]. Parece confiado debido a ello, pero te mantienes firme sin miramientos, listo para aprovechar cualquier brecha de su defensa.;;;;;;;;;x
EVTDESCDUEL2ILL;You are not in the best condition to fight, and [duelist_1.GetTitledFirstName] is seemingly heartened by your illness. You bravely assume the position to meet [duelist_1.GetHerHim] regardless, ready to strike at any lapse in [duelist_1.GetHerHis] defense.;Vous n'êtes pas dans les meilleures conditions pour vous battre, et [duelist_1.GetTitledFirstName] semble content de vous voir si mal en point. Vous vous mettez courageusement en position pour l'affronter, prêt à frapper à la moindre erreur de sa part.;;;No estás en las mejores condiciones para luchar, y [duelist_1.GetTitledFirstName] parece contento por tu enfermedad. Asumes con valor el duelo, listo para aprovechar cualquier brecha de su defensa.;;;;;;;;;x
EVTDESCDUEL2YOUNG;Your weapon feels heavy in your young hands, your armour cumbersome. Yet you stand ready to face [duelist_1.GetTitledFirstName] in combat, slowly circling [duelist_1.GetHerHim] as you search for opportunity to strike.;Votre arme semble si lourde à vos jeunes bras et votre armure semble peser le poids d'un dragon. Néanmoins vous vous tenez prêt à affronter [duelist_1.GetTitledFirstName]. Vous tournez autour de [duelist_1.GetHerHim], cherchant une opportunité de frapper.;;;Tu arma parece pesar demasiado en tus jóvenes manos, y tu armadura incómoda. A pesar de ello, te levantas y te enfrentas a [duelist_1.GetTitledFirstName] en combate, listo para aprovechar cualquier brecha de su defensa.;;;;;;;;;x
EVTDESCDUEL2WOUNDEDOPP;As [duelist_1.GetTitledFirstName] faces you, you realise [duelist_1.GetSheHe] is struggling with a wound. You scan [duelist_1.GetHerHim] searching for any sign of weakness, but [duelist_1.GetSheHe] stand resolutely, ready to meet you.;Alors que vous faîtes face à [duelist_1.GetTitledFirstName], vous remarquez qu'[duelist_1.GetSheHe] lutte contre une blessure. Vous êtes à l'affût du moindre signe de faiblesse, mais [duelist_1.GetSheHe] se tient droit et semble résolu, prêt à vous affronter.;;;Cuando [duelist_1.GetTitledFirstName] se enfrenta a ti, te das cuenta que está herido. Buscas algún signo de flaqueza, pero se mantiene con firmeza, listo para el encuentro.;;;;;;;;;x
EVTDESCDUEL2MAIMEDOPP;[duelist_1.GetTitledFirstName]'s grievous injury is clearly hampering [duelist_1.GetHerHim] as you assume the position to duel [duelist_1.GetHerHim]. You gain confidence because of this, but [duelist_1.GetSheHe] is holding [duelist_1.GetHerHis] ground regardless, ready to take advantage of any opening in your defense that [duelist_1.GetSheHe] could possibly exploit.;Vous vous mettez en position pour affronter [duelist_1.GetTitledFirstName]. Sa grave blessure semble clairement le(a) gêner et cela vous donne confiance en vous. Mais [duelist_1.GetSheHe] reste concentré, prêt à frapper à la moindre ouverture dans votre garde.;;;La grave lesión de [duelist_1.GetTitledFirstName] le dificulta enormemente el duelo contra ti. Ganas confianza por ello, pero se mantiene firme, listo para aprovechar cualquier brecha en tu defensa.;;;;;;;;;x
EVTDESCDUEL2ILLOPP;[duelist_1.GetTitledFirstName] is not in the best condition to fight, and so you take heart from [duelist_1.GetHerHis] illness. [duelist_1.GetSheHeCap] bravely assume the position to meet you regardless, and so you prepare to strike at any lapse in [duelist_1.GetHerHis] defense.;[duelist_1.GetTitledFirstName] n'est pas dans les meilleures conditions pour se battre, et vous êtes content de le voir si mal en point. [duelist_1.GetSheHeCap] se met courageusement en position pour vous affronter, prêt à frapper à la moindre erreur de votre part.;;;[duelist_1.GetTitledFirstName] no está en las mejores condiciones para luchar, y te alegras por su enfermedad. Asume con valor el duelo, listo para aprovechar cualquier brecha de tu defensa.;;;;;;;;;x
EVTDESCDUEL2YOUNGOPP;[duelist_1.GetTitledFirstName] is clearly struggling with the weight of the weapon in [duelist_1.GetHerHis] young hands, [duelist_1.GetHerHis] armour labouring [duelist_1.GetHerHim] also. Yet [duelist_1.GetSheHe] stands ready to face you in combat, slowly circling you as you both search for opportunity to strike.;Les jeunes mains de [duelist_1.GetTitledFirstName] semblent clairement avoir du mal à lever son arme et son armure semble peser le poids d'un dragon. Néanmoins [duelist_1.GetSheHe] se tient prêt àvous affronter. [duelist_1.GetSheHeCap] tourne autour de vous, cherchant une opportunité de frapper.;;;[duelist_1.GetTitledFirstName] parece tener problemas con su arma y su armadura.  A pesar de ello, se levanta y te enfrenta en combate, listo para aprovechar cualquier brecha de tu defensa.;;;;;;;;;x
EVTOPTADUEL2;One mistake is all [duelist_1.GetSheHe]'ll get...;[duelist_1.GetSheHeCap] n’aura droit qu’à une seule erreur... ;;;Un error es todo lo que necesita...;;;;;;;;;x
EVTOPTADUEL2TRIALBYCOMBAT;[Root.Religion.GetHighGodNameCap] will guide me...;[Root.Religion.GetHighGodNameCap] me guidera(ont)...;;;[Root.Religion.GetHighGodName] me guiará...;;;;;;;;;x
EVTOPTADUEL2WOUNDED;This flesh wound will not stop me...;Cette blessure ne m'arrêtera pas…;;;Esta herida superficial no me detendrá...;;;;;;;;;x
EVTOPTADUEL2MAIMED;Even with my injury my strike shall be quick...;Même avec cette blessure, mon frappe sera mortelle… ;;;Mi lesión no detendrá mi ataque...;;;;;;;;;x
EVTOPTADUEL2WOUNDEDOPP;I will aim for [duelist_1.GetHerHis] wound...;Je vais frapper sa blessure… ;;;Apuntaré a su herida...;;;;;;;;;x
EVTOPTADUEL2YOUNGOPP;I cannot fail to miss against this [duelist_1.GetLadLass]...;Je ne peux perder face à ce(tte)...;;;No puedo perder contra este [duelist_1.GetLadLass]...;;;;;;;;;x
EVTOPTBDUEL2;[duelist_1.GetSheHeCap] is no match for my might...;[duelist_1.GetSheHeCap] ne vaut rien face à moi…;;;[duelist_1.GetSheHeCap] no es rival para mi…;;;;;;;;;x
EVTOPTBDUEL2TRIALBYCOMBAT;My faith in [Root.Religion.GetHighGodNameCap] gives me strength...;Ma foi en [Root.Religion.GetHighGodNameCap] me donne la force...;;;Mi fe en [Root.Religion.GetHighGodNameCap] me da fuerzas...;;;;;;;;;x
EVTOPTBDUEL2WOUNDED;No puny scratch will stop my might...;Ce n'est pas un(e) petit(e) malingre qui va me faire peur...;;;No es más que un enclenque...;;;;;;;;;x
