#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
gov_hivemind_government;Hivemind;;;;;;;;;;;;;x
gov_system_lords;System Lords Hierarchy;;;;;;;;;;;;;x
gov_abs_military_republic;Absolute Military Republic;;;;;;;;;;;;;x
gov_nnabs_military_republic;Military Republic;;;;;;;;;;;;;x
gov_abs_military_directorate;Absolute Military Directorate;;;;;;;;;;;;;x
gov_nnabs_military_directorate;Military Directorate;;;;;;;;;;;;;x
gov_abs_military_monarchy;Absolute Feudal Monarchy;;;;;;;;;;;;;x
gov_nnabs_military_monarchy;Feudal Monarchy;;;;;;;;;;;;;x
gov_abs_administrative_republic;Absolute Administrative Republic;;;;;;;;;;;;;x
gov_nnabs_administrative_republic;Administrative Republic;;;;;;;;;;;;;x
gov_abs_administrative_directorate;Absolute Administrative Directorate;;;;;;;;;;;;;x
gov_nnabs_administrative_directorate;Administrative Directorate;;;;;;;;;;;;;x
gov_abs_administrative_monarchy;Absolute Administrative Monarchy;;;;;;;;;;;;;x
gov_nnabs_administrative_monarchy;Administrative Monarchy;;;;;;;;;;;;;x
gov_abs_corporate_republic;Absolute Corporate Republic;;;;;;;;;;;;;x
gov_nnabs_corporate_republic;Corporate Republic;;;;;;;;;;;;;x
gov_abs_corporate_directorate;Absolute Corporate Directorate;;;;;;;;;;;;;x
gov_nnabs_corporate_directorate;Corporate Directorate;;;;;;;;;;;;;x
gov_abs_corporate_monarchy;Absolute Corporate Monarchy;;;;;;;;;;;;;x
gov_nnabs_corporate_monarchy;corporate monarchy;;;;;;;;;;;;;x
gov_military_command_flavor;Military Command;;;;;;;;;;;;;x
gov_merchant_republic_government_flavor;Corporation Republic;;;;;;;;;;;;;x
gov_colonial_government_flavor;Colonial State;;;;;;;;;;;;;x
gov_terran_megacorp;Terran Megacorporation;;;;;;;;;;;;;x
