#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
String_get_best_name;[This.GetBestName];;;;;;;;;;;;;x
String_get_titled_last_name;[This.GetTitle] [This.GetOnlyDynastyName];;;;;;;;;;;;;x
String_get_full_name;[This.GetFirstName] [This.GetOnlyDynastyName];;;;;;;;;;;;;x
String_get_full_name_inverted;[This.GetOnlyDynastyName] [This.GetFirstName] ;;;;;;;;;;;;;x
String_get_first_name;[This.GetFirstName];;;;;;;;;;;;;x
String_letter;[This.GetRandomCapitalLetter];;;;;;;;;;;;;x
String_digit;[This.GetRandomDigit];;;;;;;;;;;;;x
String_A;A;;;;;;;;;;;;;x
String_B;B;;;;;;;;;;;;;x
String_C;C;;;;;;;;;;;;;x
String_D;D;;;;;;;;;;;;;x
String_E;E;;;;;;;;;;;;;x
String_F;F;;;;;;;;;;;;;x
String_G;G;;;;;;;;;;;;;x
String_H;H;;;;;;;;;;;;;x
String_I;I;;;;;;;;;;;;;x
String_J;J;;;;;;;;;;;;;x
String_K;K;;;;;;;;;;;;;x
String_L;L;;;;;;;;;;;;;x
String_M;M;;;;;;;;;;;;;x
String_N;N;;;;;;;;;;;;;x
String_O;O;;;;;;;;;;;;;x
String_P;P;;;;;;;;;;;;;x
String_Q;Q;;;;;;;;;;;;;x
String_R;R;;;;;;;;;;;;;x
String_S;S;;;;;;;;;;;;;x
String_T;T;;;;;;;;;;;;;x
String_U;U;;;;;;;;;;;;;x
String_V;V;;;;;;;;;;;;;x
String_W;W;;;;;;;;;;;;;x
String_X;X;;;;;;;;;;;;;x
String_Y;Y;;;;;;;;;;;;;x
String_Z;Z;;;;;;;;;;;;;x
String_0;0;;;;;;;;;;;;;x
String_1;1;;;;;;;;;;;;;x
String_2;2;;;;;;;;;;;;;x
String_3;3;;;;;;;;;;;;;x
String_4;4;;;;;;;;;;;;;x
String_5;5;;;;;;;;;;;;;x
String_6;6;;;;;;;;;;;;;x
String_7;7;;;;;;;;;;;;;x
String_8;8;;;;;;;;;;;;;x
String_9;9;;;;;;;;;;;;;x
String_random_ship_name;[This.GetRandomShipName];;;;;;;;;;;;;x
String_adjective_ship_name;[This.GetShipNameAdjective];;;;;;;;;;;;;x
String_two_word_ship_name;[This.GetCompoundShipNameAdjective] [This.GetCompoundShipNameNoun];;;;;;;;;;;;;x
String_noun_ship_name;[This.GetShipNameNoun];;;;;;;;;;;;;x
String_hiver_ship_name;[This.GetReligiousShipNameNoun]-[This.GetRandomAlphanumeral][This.GetRandomAlphanumeral][This.GetRandomAlphanumeral][This.GetRandomAlphanumeral];;;;;;;;;;;;;x
