#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
DEATH_BY_MURDER_BRAINJACK;was mind controlled into committing suicide on the orders of $KILLER$.;;;;;;;;;;;;;x
DEATH_BY_MURDER_BRAINJACK_UNKNOWN;committed suicide under mysterious circumstances.;;;;;;;;;;;;;x
DEATH_SELF_DEFENSE;was killed in self-defense by $KILLER$.;;;;;;;;;;;;;x
EVTDESCASSASSINATION0;You were on your way to your office when you heard the first shot. Your bodyguards react before you can, your head of security immediately taking control of the hovercar and trying to get you to safety. Even so, however, they are too slow. The second shot penetrates the windows and takes you in the heart.;;;;;;;;;;;;;x
EVTOPTAASSASSINATION0;...;;;;;;;;;;;;;x
EVTDESCASSASSINATION1;Your aide has brought you terrible news - your [GetFromRelation], [From.GetFullName], has been killed by a bounty hunter!;;;;;;;;;;;;;x
EVTDESCASSASSINATION2;Your aide has brought you wonderful news - [From.GetFullName] is dead, killed by a bounty hunter.;;;;;;;;;;;;;x
EVTDESCASSASSINATION5;You were on your way to your office when you heard the first shot. Your bodyguards react before you can, your head of security immediately taking control of the hovercar and trying to get you to safety. You hear someone return fire, and in the distance see a body fall from a roof top. Bounty hunters. Someone wants you dead.;;;;;;;;;;;;;x
EVTOPTAASSASSINATION5;But who?;;;;;;;;;;;;;x
EVTDESCASSASSINATION6;Your aide informs you that a bounty hunter made an attempt on the life of your [GetFromRelation], [From.GetFullName]. Fortunately, the assassination was thwarted.;;;;;;;;;;;;;x
EVTDESCASSASSINATION7;Your aide informs you that a bounty hunter made an attempt on the life of [From.GetFullName]. Unfortunately, the assassination was thwarted. No doubt [From.GetSheHe] will be on high alert for the foreseeable future.;;;;;;;;;;;;;x
recent_assassination_attempt;Recent Assassination Attempt;;;;;;;;;;;;;x
plot_place_bounty_decision;Place a Bounty on [Root.PlotTarget.GetFullName];;;;;;;;;;;;;x
plot_place_bounty_decision_desc;Bounty hunters are a crude but occasionally effective alternative to more subtle means of assassination. The Bounty Hunter's Guild has strict rules - your money will be paid in advance, and held in escrow by the Guild until the target is dead. Contracts are both non-rescindable and non-refundable: you will never see the money again, and [Root.PlotTarget.GetFullName] will be hounded by Guild assassins for the rest of [Root.GetHerHis] life, unless [Root.PlotTarget.GetSheHe] or a family member can match your price.;;;;;;;;;;;;;x
EVTDESCASSASSINATION10;You have made your decision - [Root.PlotTarget.GetFullName] must die. The Bounty Hunters' Guild has strict rules - you must pay the money to the Guild in advance, to be held in escrow until the target is dead. The contract is non-rescindable and non-refundable.;;;;;;;;;;;;;x
EVTOPTAASSASSINATION10;Add 10 credits to the bounty.;;;;;;;;;;;;;x
EVTOPTBASSASSINATION10;Add 100 credits to the bounty.;;;;;;;;;;;;;x
EVTOPTCASSASSINATION10;Add 500 credits to the bounty.;;;;;;;;;;;;;x
EVTOPTDASSASSINATION10;We don't need their scum.;;;;;;;;;;;;;x
bounty;Bounty;;;;;;;;;;;;;x
EVTDESCASSASSINATION22;You cannot help but ponder the circumstances of [From.PlotTarget.GetFullName]'s death. You may have no hard evidence, but you knew full well what [From.GetFullName] and [From.GetHerHis] cronies were up to. It can't just be a coincidence, can it?;;;;;;;;;;;;;x
EVTOPTAASSASSINATION22;It MUST have been [From.GetHerHim].;;;;;;;;;;;;;x
EVTOPTBASSASSINATION22;Yes. Yes, it can.;;;;;;;;;;;;;x
opinion_suspected_murderer;Suspected Murderer;;;;;;;;;;;;;x
opinion_correctly_suspected_murderer;Suspected Murderer;;;;;;;;;;;;;x
plot_hire_assassin_10_decision;Assassinate [Root.PlotTarget.GetFullName];;;;;;;;;;;;;x
plot_hire_assassin_10_decision_desc;Hire a professional assassin to kill [Root.PlotTarget.GetFullName]. Given [Root.PlotTarget.GetHerHis] complete irrelevance to galactic society, the price will be negligible.;;;;;;;;;;;;;x
plot_hire_assassin_25_decision;Assassinate [Root.PlotTarget.GetFullName];;;;;;;;;;;;;x
plot_hire_assassin_25_decision_desc;Hire a professional assassin to kill [Root.PlotTarget.GetFullName]. Given [Root.PlotTarget.GetHerHis] lack of importance, the price will be quite low.;;;;;;;;;;;;;x
plot_hire_assassin_50_decision;Assassinate [Root.PlotTarget.GetFullName];;;;;;;;;;;;;x
plot_hire_assassin_50_decision_desc;Hire a professional assassin to kill [Root.PlotTarget.GetFullName]. Given [Root.PlotTarget.GetHerHis] relative unimportance, the price will be low.;;;;;;;;;;;;;x
plot_hire_assassin_75_decision;Assassinate [Root.PlotTarget.GetFullName];;;;;;;;;;;;;x
plot_hire_assassin_75_decision_desc;Hire a professional assassin to kill [Root.PlotTarget.GetFullName]. Given [Root.PlotTarget.GetHerHis] marginal importance to galactic society, the price will be quite affordable.;;;;;;;;;;;;;x
plot_hire_assassin_100_decision;Assassinate [Root.PlotTarget.GetFullName];;;;;;;;;;;;;x
plot_hire_assassin_100_decision_desc;Hire a professional assassin to kill [Root.PlotTarget.GetFullName]. Given [Root.PlotTarget.GetHerHis] low rank, the price will be affordable.;;;;;;;;;;;;;x
plot_hire_assassin_250_decision;Assassinate [Root.PlotTarget.GetFullName];;;;;;;;;;;;;x
plot_hire_assassin_250_decision_desc;Hire a professional assassin to kill [Root.PlotTarget.GetFullName]. Given [Root.PlotTarget.GetHerHis] rank, the price will be moderately high.;;;;;;;;;;;;;x
plot_hire_assassin_500_decision;Assassinate [Root.PlotTarget.GetFullName];;;;;;;;;;;;;x
plot_hire_assassin_500_decision_desc;Hire a professional assassin to kill [Root.PlotTarget.GetFullName]. Given [Root.PlotTarget.GetHerHis] high rank, the price will be quite high.;;;;;;;;;;;;;x
plot_hire_assassin_750_decision;Assassinate [Root.PlotTarget.GetFullName];;;;;;;;;;;;;x
plot_hire_assassin_750_decision_desc;Hire a professional assassin to kill [Root.PlotTarget.GetFullName]. Given [Root.PlotTarget.GetHerHis] lofty status and prominence in galactic society, the price will be very high.;;;;;;;;;;;;;x
plot_hire_assassin_1000_decision;Assassinate [Root.PlotTarget.GetFullName];;;;;;;;;;;;;x
plot_hire_assassin_1000_decision_desc;Hire a professional assassin to kill [Root.PlotTarget.GetFullName]. Given [Root.PlotTarget.GetHerHis] status as [Root.PlotTarget.GetTitle] of the [Root.PlotTarget.PrimaryTitle.GetFullName], the price will be excruciatingly high.;;;;;;;;;;;;;x
EVTTOOLTIPASSASSINATION100;success.;;;;;;;;;;;;;x
EVTTOOLTIPASSASSINATION200;failure.;;;;;;;;;;;;;x
EVTDESCASSASSINATION110;You don't usually answer the door, but you were home alone, and whoever it was seemed like they really wanted to see you. When you opened it, there was a strange [From.GetManWoman] standing before you, waiting with a smile on [From.GetHerHis] face.;;;;;;;;;;;;;x
EVTOPTAASSASSINATION110;Hello!;;;;;;;;;;;;;x
EVTOPTBASSASSINATION110;Hello!;;;;;;;;;;;;;x
EVTDESCASSASSINATION111;Your plan was a success! Your hired assassin was easily able to penetrate security and locate [From.GetFullName]. Once the [From.GetLadLass] was alone, [From.GetSheHe] stood no chance.;;;;;;;;;;;;;x
EVTOPTAASSASSINATION111;Money well spent.;;;;;;;;;;;;;x
EVTDESCASSASSINATION112;"Tragedy in the [From.Location.GetName] System, as a manhunt is under way for the vanished [From.GetFullName]. Reports say that the small child was abducted at [From.GetHerHis] home yesterday afternoon, and there is no sign that the child will be recovered anytime soon. Police say they already fear the worst.";;;;;;;;;;;;;x
EVTDESCASSASSINATION113;Your plan was a success - or at least mostly a success. While your hired assassin was easily able to abduct and murder little [From.GetFullName], it appears that [Root.GetSheHe] also left evidence pointing to your involvement in the scheme.;;;;;;;;;;;;;x
EVTOPTAASSASSINATION113;Just because I murder ONE baby, now I'M the bad guy?;;;;;;;;;;;;;x
EVTDESCASSASSINATION114;"Tragedy in the [From.Location.GetName] System, as the body of [From.GetFullName], a small child, was found mangled in [From.GetHerHis] home. Police reports indicate that they believe [FromFrom.GetFullName] was responsible for this atrocity...";;;;;;;;;;;;;x
EVTDESCASSASSINATION120;The morning walk to school would be bad enough even if you WEREN'T accompanied by bodyguards at all times. As it is, it's a routine exercise in pain. For once, though, you've managed to slip away, something that will surely not prove to be bitterly ironic.;;;;;;;;;;;;;x
EVTOPTAASSASSINATION120;What, are they worried someone'll shoot me?;;;;;;;;;;;;;x
EVTOPTBASSASSINATION120;Like [From.GetOnlyDynastyName] would actually try to kill me!;;;;;;;;;;;;;x
EVTDESCASSASSINATION121;Your hired gun has called in to report success. [From.GetFullName] met with an unfortunate accident on [From.GetHerHis] way to school yesterday, involving [From.GetHerHis] skull and a particle beam.;;;;;;;;;;;;;x
EVTOPTAASSASSINATION121;I understand it left quite a mess.;;;;;;;;;;;;;x
EVTDESCASSASSINATION122;"Tragedy in the [From.Location.GetName] System! Young [From.GetFullName] was shot and killed this morning while on [From.GetHerHis] way to school. Our hearts go out to [From.GetHerHis] friends and family...";;;;;;;;;;;;;x
EVTDESCASSASSINATION123;Your hired gun has called in to report success. [From.GetFullName] met with an unfortunate accident on [From.GetHerHis] way to school yesterday, involving [From.GetHerHis] skull and a particle beam. Unfortunately, your involvement is already suspected.;;;;;;;;;;;;x
EVTDESCASSASSINATION124;"Tragedy in the [From.Location.GetName] System! Young [From.GetFullName] was shot and killed this morning while on [From.GetHerHis] way to school. Police believe that [FromFrom.GetFullName] was behind the attack. Our hearts go out to [From.GetHerHis] friends and family...";;;;;;;;;;;;;x
EVTDESCASSASSINATION130;Sometimes, you wonder if the occasional sleepless night is paranoia, or an entirely rational response to being [Root.GetTitle]. Tonight, for instance, you could have sworn you heard movement just outside the door to your quarters. You assure yourself that it's probably just a shift change. There is a shift change scheduled, right?\n\nThe door hisses open.;;;;;;;;;;;;;x
EVTOPTAASSASSINATION130;Security! SECURITY!;;;;;;;;;;;;;x
EVTOPTBASSASSINATION130;Who are you?! Did [From.GetOnlyDynastyName] send you?!;;;;;;;;;;;;;x
EVTDESCASSASSINATION131;When you wake up this morning, you find a message from your hired assassin. Attached is a photograph of [From.GetFullName]'s mangled body, lying tangled in [From.GetHerHis] bedsheets with [From.GetHerHis] throat slit.;;;;;;;;;;;;;x
EVTOPTAASSASSINATION131;It couldn't have happened to a nicer [From.GetManWoman].;;;;;;;;;;;;;x
EVTOPTBASSASSINATION132;"Murder in the [From.Location.GetName] System! [From.GetFullName] was founded murdered in [From.GetHerHis] home this morning, apparently stabbed to death in [From.GetHerHis] sleep! A manhunt for the killer is already under way. More on this situation as it develops...";;;;;;;;;;;;;x
EVTDESCASSASSINATION133;When you wake up this morning, you find a message from your hired assassin. Attached is a photograph of [From.GetFullName]'s mangled body, lying tangled in [From.GetHerHis] bedsheets with [From.GetHerHis] throat slit. There is, however, the minor problem that you apparently have been linked to the murder...;;;;;;;;;;;;;x
EVTOPTAASSASSINATION133;There's nothing they can make stick!;;;;;;;;;;;;;x
EVTOPTBASSASSINATION134;"Murder in the [From.Location.GetName] System! [From.GetFullName] was founded murdered in [From.GetHerHis] home this morning, apparently stabbed to death in [From.GetHerHis] sleep! Early police reports have identified [FromFrom.GetFullName] as their prime suspect. More on this situation as it develops...";;;;;;;;;;;;;x
EVTDESCASSASSINATION140;A thousand years since the invention of the groundcar, and it still somehow finds a way to get stuck in traffic. You sigh as you lean back in your seat, looking out at the window at the traffic jam surrounding you. You don't see the red light flickering across your chest until it's too late.;;;;;;;;;;;;;x
EVTOPTAASSASSINATION140;What the...;;;;;;;;;;;;;x
EVTOPTBASSASSINATION140;What the...;;;;;;;;;;;;;x
EVTDESCASSASSINATION141;You've found the news unusually pleasant today, as they are reporting on the murder of [From.GetFullName], shot seemingly from out of nowhere while [From.GetHerHis] groundcar was stuck in traffic.;;;;;;;;;;;;;x
EVTOPTAASSASSINATION141;Well, [From.GetSheHe] always did say [From.GetHerHis] commute was murder.;;;;;;;;;;;;;x
EVTOPTAASSASSINATION142;"Recapping our top story - panic in the streets of the [From.Location.GetName] System today as [From.GetFullName] was shot in the seat of [From.GetHerHis] groundcar in the midst of heavy traffic. A manhunt for the sniper is already under way...";;;;;;;;;;;;;x
EVTDESCASSASSINATION143;You've found the news unusually pleasant today, as they are reporting on the murder of [From.GetFullName], shot seemingly from out of nowhere while [From.GetHerHis] groundcar was stuck in traffic. Unfortunately, it appears that you have been linked to the crime.;;;;;;;;;;;;;x
EVTOPTAASSASSINATION143;This could be inconvenient.;;;;;;;;;;;;;x
EVTOPTAASSASSINATION144;"Recapping our top story - panic in the streets of the [From.Location.GetName] System today as [From.GetFullName] was shot in the seat of [From.GetHerHis] groundcar in the midst of heavy traffic. Police reports indicate that their prime suspect is [FromFrom.GetFullName]...";;;;;;;;;;;;;x
EVTDESCASSASSINATION150;You are in the midst of giving a speech when it happens. It's difficult to make out anything specific from the tens of thousands of faces before you, let alone the brief reflection of light off a small flechette pistol. The sound of a gunshot is the last thing you ever hear.;;;;;;;;;;;;;x
EVTOPTAASSASSINATION150;Ask not what [Root.PrimaryTitle.GetName] can do for you, but what...;;;;;;;;;;;;;x
EVTOPTBASSASSINATION150;Ask not what [Root.PrimaryTitle.GetName] can do for you, but what...;;;;;;;;;;;;;x
