#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESCLAWS4001;[From.GetTitle] [From.GetFullName]'s current term of office has expired, but [From.GetSheHe] is refusing to hold elections. This blatant defiance of constitutional law has triggered a constitutional crisis.;;;;;;;;;;;;;x
EVTDESCLAWS4000;You have served in one of your current elected offices for a year since the last election, and your term is now coming to an end, meaning you must hold a new election. These elections are mandated by the constitution, and you will cause a constitutional crisis if your refuse. One you agree, you will be committed to the outcome.;;;;;;;;;;;;;x
EVTDESCLAWS4100;You have served in one of your current elected offices for four years since the last election, and your term is now coming to an end, meaning you must hold a new election. These elections are mandated by the constitution, and you will cause a constitutional crisis if your refuse. One you agree, you will be committed to the outcome.;;;;;;;;;;;;;x
EVTDESCLAWS4200;You have served in one of your current elected offices for six years since the last election, and your term is now coming to an end, meaning you must hold a new election. These elections are mandated by the constitution, and you will cause a constitutional crisis if your refuse. One you agree, you will be committed to the outcome.;;;;;;;;;;;;;x
EVTDESCLAWS4300;You have served in one of your current elected offices for ten years since the last election, and your term is now coming to an end, meaning you must hold a new election. These elections are mandated by the constitution, and you will cause a constitutional crisis if your refuse. One you agree, you will be committed to the outcome.;;;;;;;;;;;;;x
EVTDESCLAWS5000;You have agreed to hold elections for some of your currently held titles. All major state institutions have placed their support behind this election, so you will not be able to defy the result.;;;;;;;;;;;;;x
EVTTOOLTIPLAWS5100;will be your challenger in a Federal Election. Votes will be cast by the members of a Federal Council.;;;;;;;;;;;;;x
EVTTOOLTIPLAWS5200;will be your challenger in a Popular Election. Votes will be cast by all eligible citizens.;;;;;;;;;;;;;x
EVTDESCLAWS5100;Elections have been called, and you are [From.GetTitle] [From.GetFullName]'s primary challenger. This is a Federal Election - votes will be cast by the sitting members of a Federal Council.;;;;;;;;;;;;;x
EVTDESCLAWS5105;As a member of the [FromFrom.PrimaryTitle.GetAdjective] Federal Council, you have the authority to vote on its leader. Elections are currently being held, and [From.GetFullName] is challenging the incumbent, [FromFrom.GetFullName]. Who do you vote for?;;;;;;;;;;;;;x
EVTOPTALAWS5105;The incumbent, [FromFrom.GetFullName].;;;;;;;;;;;;;x
EVTOPTBLAWS5105;The challenger, [From.GetFullName].;;;;;;;;;;;;;x
EVTDESCLAWS5110;You have lost a Federal Election to [From.GetFullName] and must cede all relevant titles.;;;;;;;;;;;;;x
EVTDESCLAWS5115;You have just won a Federal Election in the [From.GetFullName]!;;;;;;;;;;;;;x
EVTDESCLAWS5116;[From.GetFullName] has just won a Federal Election and now controls the [From.GetFullName].;;;;;;;;;;;;;x
EVTDESCLAWS5120;[From.GetFullName] failed to defeat you in a Federal Election, and you have been re-elected.;;;;;;;;;;;;;x
EVTDESCLAWS5125;You failed to defeat [From.GetFullName] in a Federal Election.;;;;;;;;;;;;;x
EVTDESCLAWS5126;[From.GetFullName] has been re-elected in a Federal Election.;;;;;;;;;;;;;x
EVTDESCLAWS5200;Elections have been called, and you are [From.GetTitle] [From.GetFullName]'s primary challenger. This is a Popular Election - votes will be cast by all eligible citizens.;;;;;;;;;;;;;x
EVTDESCLAWS5205;As a [FromFrom.PrimaryTitle.GetAdjective] citizen, you are eligible to vote in the current general election. [From.GetFullName] is challenging the incumbent, [FromFrom.GetFullName]. Who do you vote for?;;;;;;;;;;;;;x
EVTOPTALAWS5205;The incumbent, [FromFrom.GetFullName].;;;;;;;;;;;;;x
EVTOPTBLAWS5205;The challenger, [From.GetFullName].;;;;;;;;;;;;;x
EVTDESCLAWS5212;You have just won a Popular Election in the [Root.PrimaryTitle.GetFullName] and succeeded [From.GetFullName] as [Root.GetTitle]!;;;;;;;;;;;;;x
EVTDESCLAWS5213;[From.GetFullName] has just won a Popular Election and now controls the [From.PrimaryTitle.GetFullName].;;;;;;;;;;;;;x
EVTDESCLAWS5210;You have lost a Popular Election to [From.GetFullName] and must cede all relevant titles.;;;;;;;;;;;;;x
EVTDESCLAWS5215;You have just won a Popular Election in the [From.GetFullName]!;;;;;;;;;;;;;x
EVTDESCLAWS5216;[From.GetFullName] has just won a Popular Election and now controls the [From.GetFullName].;;;;;;;;;;;;;x
EVTDESCLAWS5220;[From.GetFullName] failed to defeat you in a Popular Election, and you have been re-elected.;;;;;;;;;;;;;x
EVTDESCLAWS5225;You failed to defeat [From.GetFullName] in a Popular Election.;;;;;;;;;;;;;x
EVTDESCLAWS5226;[From.GetFullName] has been re-elected in a Popular Election.;;;;;;;;;;;;;x
