#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESCLIFESTYLE100;You've always been a big sports fan, and you've been looking into take up a hobby. Perhaps you should try out for the local athletics team?;;;;;;;;;;;;;x
EVTOPTALIFESTYLE100;Why not? Could be fun...;;;;;;;;;;;;;x
EVTOPTBLIFESTYLE100;Eh, I don't think it's for me.;;;;;;;;;;;;;x
EVTDESCLIFESTYLE200;Growing up, everyone always told you were a creative sort. There are worlds and ideas inside you just waiting to get out. Perhaps now is the time to let them?;;;;;;;;;;;;;x
EVTOPTALIFESTYLE200;I'm an artist!;;;;;;;;;;;;;x
EVTOPTBLIFESTYLE200;What a waste of time.;;;;;;;;;;;;;x
EVTDESCLIFESTYLE300;You always find small moments of serenity in your garden, such as it is, safe from the chaos that seems to surround you in day-to-day life. Here, at least, you can find a little peace of mind.;;;;;;;;;;;;;x
EVTOPTALIFESTYLE300;I'm a gardener!;;;;;;;;;;;;;x
EVTOPTBLIFESTYLE300;But it's so BORING!;;;;;;;;;;;;;x
EVTDESCLIFESTYLE400;The natural world fascinates you. So does the unnatural world. Be it organism or machine, you desperately yearn to know how the world fits together.;;;;;;;;;;;;;x
EVTOPTALIFESTYLE400;For science!;;;;;;;;;;;;;x
EVTOPTBLIFESTYLE400;It's not THAT interesting.;;;;;;;;;;;;;x
EVTDESCLIFESTYLE500;While some are content with the mundane and material, you yearn for something more. You cannot accept that the universe could be mere matter and energy - there must be something more, a higher truth, and it is up to you to find out what.;;;;;;;;;;;;;x
EVTOPTALIFESTYLE500;The truth must be out there.;;;;;;;;;;;;;x
EVTOPTBLIFESTYLE500;Pathetic superstition.;;;;;;;;;;;;;x
EVTDESCLIFESTYLE1000;Your football team's victory in its last match has made planetwide headlines, and you were at the center of the vital play that secured it. Your schedule is booked soldi with interviews, and you've received a generous bonus.;;;;;;;;;;;;;x
EVTOPTALIFESTYLE1000;Look, it's all about how much you want it.;;;;;;;;;;;;;x
EVTDESCLIFESTYLE1100;Your football team suffered a brutal defeat in its last match, and the analysts are all agreed on the cause: your crucial fumble at the last second practically gave the entire game away. For the past three weeks, you've been harassed and sent death threats by angry fans.;;;;;;;;;;;;;x
EVTOPTALIFESTYLE1100;It's not my fault, I swear!;;;;;;;;;;;;;x
EVTDESCLIFESTYLE1200;You pulled a leg muscle at football practice - nothing serious, but you'll be laid up in bed for a week or two.;;;;;;;;;;;;;x
EVTOPTALIFESTYLE1200;Ow, ow, ow, ow, ow!;;;;;;;;;;;;;x
EVTDESCLIFESTYLE1300;You've fallen ill, which is unfortunate, because your football team has a major game in just two weeks, and you're their star player. You're going to have to decide now whether you'll be able to make it to the game.;;;;;;;;;;;;;x
EVTOPTALIFESTYLE1300;I won't let some cold hold me back.;;;;;;;;;;;;;x
EVTOPTBLIFESTYLE1300;I guess I'll have to drop out.;;;;;;;;;;;;;x
EVTDESCLIFESTYLE1301;Despite your illness, you showed up for the match, and led your team to victory! Mind you, putting that kind of stress on your body might not have been the best idea.;;;;;;;;;;;;;x
EVTOPTALIFESTYLE1301;I'll live.;;;;;;;;;;;;;x
EVTDESCLIFESTYLE1302;With your illness gone, you had no trouble whatsoever leading your team to victory.;;;;;;;;;;;;;x
EVTOPTALIFESTYLE1302;Look, it's all about how much you want it.;;;;;;;;;;;;;x
EVTDESCLIFESTYLE1400;While your new cybernetic enhancements are certainly useful, they also aren't exactly football league standard. The league commission has decided that they give you an unfair advantage, and has banned you from professional football.;;;;;;;;;;;;;x
EVTOPTALIFESTYLE1400;How dare they?!;;;;;;;;;;;;;x
EVTDESCLIFESTYLE1500;You have a violent and vicious personality, and that translates into being a violent and vicious athlete. Unfortunately, the league does not share your point of view. After a particulary unfortunate incident, you have been banned from professional football.;;;;;;;;;;;;;x
EVTOPTALIFESTYLE1500;How dare they?!;;;;;;;;;;;;;x
EVTDESCLIFESTYLE1600;That last match was going so well - perhaps too well. One of the other team's players decided to take you down a notch, and they might have taken it a bit far. You're not sure you'll ever be able to walk again. At the very least, your professional football career is over.;;;;;;;;;;;;;x
EVTOPTALIFESTYLE1600;By [Root.Religion.GetRandomGodName] it hurts!;;;;;;;;;;;;;x
EVTDESCLIFESTYLE1700;Your injuries have caught up with you, and there is no way you'll ever be able to play professional football again. You sometimes find yourself going over old holovids of your matches, reminiscing on what once was.;;;;;;;;;;;;;x
EVTOPTALIFESTYLE1700;If only I could just go back to the way things were...;;;;;;;;;;;;;x
EVTOPTBLIFESTYLE1700;It's time to stop dwelling on the past. I need to move on.;;;;;;;;;;;;;x
EVTOPTCLIFESTYLE1700;Well, in theory, I could always just get the leg replaced...;;;;;;;;;;;;;x
EVTOPTCLIFESTYLE1800;It's been a long time since the league banned you from professional football, and the memories still haunt you. You sometimes find yourself going over old holovids of your matches, reminiscing on what once was.;;;;;;;;;;;;;x
EVTOPTALIFESTYLE1800;If only I could just go back to the way things were...;;;;;;;;;;;;;x
